순번,대학(원),학과(부),학년,이수구분,학수번호,교과목명,교과목명(영문),담당교수,Teaching method,수업방법,시간표,학점,강의실
1438,도시과학대학,건설환경공학부,2,전공선택,EPD6013002,교통공학,TRAFFIC ENGINEERING,양재호,online class,온라인(동영상+화상), [SY2102:월(7-8A)(8B-9)],3,제28호관 도시과학대학-102 강의실[SY2102]
1439,도시과학대학,건설환경공학부,2,전공선택,EPD6051001,측량학(2),SURVEYING(2),최병길,on and offline class,온라인(동영상)+오프라인," [SI434:월(2)(3),수(5)]",3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1440,도시과학대학,건설환경공학부,2,전공선택,EPD6089001,재료역학,MECHANICS OF MATERIALS,심형보,on and offline class,온라인(동영상+화상)+오프라인," [SI434:화(5),목(4)(5)]",3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1441,도시과학대학,건설환경공학부,3,전공필수,0006057001,기후변화공학,Climate Change Engineering,이희관,on and offline class,온라인(동영상+화상)+오프라인," [SY2302:월(4-5A),수(2B-3)]",3,제28호관 도시과학대학-302 세미나실[SY2302]
1442,도시과학대학,건설환경공학부,3,전공필수,0006860001,대기오염분석실험,Air Quality Analysis Laboratory,박찬진,on and offline class,온라인(동영상+화상)+오프라인, [SY1406:목(5)(6)(7)],2,제27호관 제2공동실험실습관-406 환경공학기초실습실[SY1406]
1443,도시과학대학,건설환경공학부,3,전공필수,EPD6014001,구조실험,EXPERIMENTAL STRESS ANALYSIS OF STRUCTURES,김영찬,online class,온라인(동영상+화상), [SI229:금(6)(7)],1,제8호관 공과대학·도시과학대학-229 구조실험실[SI229]
1444,도시과학대학,건설환경공학부,3,전공필수,EPD6014002,구조실험,EXPERIMENTAL STRESS ANALYSIS OF STRUCTURES,조한민,online class,온라인(동영상+화상), [SI229:금(2)(3)],1,제8호관 공과대학·도시과학대학-229 구조실험실[SI229]
1445,도시과학대학,건설환경공학부,3,전공필수,EPD6018001,구조역학(2),STRUCTURAL MECHANICS(2),허종완,online class,온라인(동영상+화상)," [SI337:월(5)(6),수(5)]",2,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1446,도시과학대학,건설환경공학부,3,전공선택,0002012001,교통계획,Transportation Planning,김응철,offline class,오프라인," [SI337:월(3),화(5)(6)]",3,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1447,도시과학대학,건설환경공학부,3,전공선택,0006055001,환경기초설계,Basic Environmental Design,이도균,offline class,오프라인, [SY2302:금(7)(8)(9)],3,제28호관 도시과학대학-302 세미나실[SY2302]
1448,도시과학대학,건설환경공학부,3,전공선택,0006085001,소음진동제어,Noise and Vibration Control,여운호,on and offline class,온라인(동영상+화상)+오프라인, [SY2307:월(7)(8)(9)],3,제28호관 도시과학대학-307 강의실[SY2307]
1449,도시과학대학,건설환경공학부,3,전공선택,0006873001,생물학적처리및설계,Physical/chemical Treatment and Design,정종태,offline class,오프라인," [SY2307:월(1-2A),수(1-2A)]",3,제28호관 도시과학대학-307 강의실[SY2307]
1450,도시과학대학,건설환경공학부,3,전공선택,0007882001,건설데이터마이닝,Data Mining,강상혁,on and offline class,온라인(동영상+화상)+오프라인," [SC105:수(1),목(2)(3)]",3,제4호관 BM컨텐츠관-105 전산실습실-2[SC105]
1451,도시과학대학,건설환경공학부,3,전공선택,0009523001,생물분해및복원,Biodegradation and bioremediation,이도균,on and offline class,온라인(동영상+화상)+오프라인, [SY2302:목(3)] [SY2307:화(5)(6)],3,"제28호관 도시과학대학-302 세미나실[SY2302], 제28호관 도시과학대학-307 강의실[SY2307]"
1452,도시과학대학,건설환경공학부,3,전공선택,EPD6003001,강구조공학,DESIGN OF STEEL STRUCTURES,심형보,on and offline class,온라인(동영상+화상)+오프라인," [SI434:화(2)(3),목(7)]",3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1453,도시과학대학,건설환경공학부,3,전공선택,EPD6019001,기초공학,FOUNDATION ENGINEERING,김동욱,on and offline class,온라인(동영상+화상)+오프라인," [SI434:목(6),금(4)(5)]",3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1454,도시과학대학,건설환경공학부,3,전공선택,EPD6044001,철근콘크리트(2),REINFORCED CONCRETE ENGINEERING(2),유주호,online class,온라인(동영상+화상), [SI434:화(7)(8)(9)],3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1455,도시과학대학,건설환경공학부,3,전공선택,EPD6108001,환경수리학,ENVIRONMENTAL HYDRAULICS,장동우,online class,온라인(동영상+화상)," [SI434:수(9),목(8)(9)]",3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1456,도시과학대학,건설환경공학부,4,교양필수,XAA2026003,공학윤리,ENGINEERING ETHICS,강상혁,online class,온라인(동영상+화상)," [SI337:수(9),목(8)(9)]",3,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1457,도시과학대학,건설환경공학부,4,전공필수,EPD6126001,캡스턴디자인,CAPSTONE DESIGN,강상혁,online class,온라인(동영상+화상)," [SI337:월(2),수(2)(3)]",3,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1458,도시과학대학,건설환경공학부,4,전공필수,EPD6126002,캡스턴디자인,CAPSTONE DESIGN,장동우,online class,온라인(동영상+화상)," [SI337:월(7),수(7)(8)]",3,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1459,도시과학대학,건설환경공학부,4,전공선택,0006065001,미래도시구조해석,Structural Analysis for Future City Design,조한민,online class,온라인(동영상+화상), [SI434:금(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1460,도시과학대학,건설환경공학부,4,전공선택,0006080001,환경영향평가,Environmental Impact Assessment,임효지,on and offline class,온라인(동영상+화상)+오프라인," [SY2302:월(5B-6),수(7-8A)]",3,제28호관 도시과학대학-302 세미나실[SY2302]
1461,도시과학대학,건설환경공학부,4,전공선택,0006092001,환경플랜트설계,Environmental Plant Design,김진한,on and offline class,온라인(동영상+화상)+오프라인, [SY2302:화(1)(2)(3)],3,제28호관 도시과학대학-302 세미나실[SY2302]
1462,도시과학대학,건설환경공학부,4,전공선택,0006839001,폐기물 매립지 및 토양오염 정화기술,Solid Waste Landfill and Remediation Technology for Contaminated soil,,online class,온라인(동영상+화상), [SI337:목(4-5A)(5B-6)],3,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1463,도시과학대학,건설환경공학부,4,전공선택,0006855001,온실가스관리,Greenhouse Gas Management,이희관,on and offline class,온라인(동영상+화상)+오프라인," [SY2302:월(7-8A),수(5B-6)]",3,제28호관 도시과학대학-302 세미나실[SY2302]
1464,도시과학대학,건설환경공학부,4,전공선택,0006874001,환경오염복원공학,Environmental Remediation Engineering,정종태,offline class,오프라인, [SY2302:월(2B-3)],3,제28호관 도시과학대학-302 세미나실[SY2302]
1465,도시과학대학,건설환경공학부,4,전공선택,EPD6076001,항만공학,HARBOR ENGINEERING,,online class,온라인(동영상+화상), [SI337:금(4-5A)(5B-6)],3,제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337]
1466,도시과학대학,건설환경공학부,4,전공선택,EPD6091001,하수도공학,WASTE WATER ENGINEERING,변성준,online class,온라인(동영상+화상), [SI434:월(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]
1467,도시과학대학,건설환경공학부,4,전공선택,EPD6106001,하천환경공학,RIVER ENGINEERING,변성준,online class,온라인(동영상+화상), [SY2102:월(4-5A)(5B-6)],3,제28호관 도시과학대학-102 강의실[SY2102]
1468,도시과학대학,건설환경공학부,4,전공선택,EPD6115001,원격측정학,REMOTE SENSING,최병길,on and offline class,온라인(동영상)+오프라인, [SI337:월(8)(9)] [SI434:화(6)],3,"제8호관 공과대학·도시과학대학-337 강의실(중)-2[SI337], 제8호관 공과대학·도시과학대학-434 강의실(중)-6[SI434]"
1469,도시과학대학,도시공학과,1,교양필수,XAA1359016,대학수학(2),CALCULUS(2),함남우,,," [SF104:화(5B-6),목(2B-3)]",3,제5호관 자연과학대학·생명과학기술대학-104A 응용수학실습실[SF104]
1470,도시과학대학,도시공학과,1,전공기초,0007801011,자기설계세미나II,Self - Design Seminar II,박승진,online class,온라인(화상), [ZZ200:월(5)],1,가상건물-200 온라인강의실[ZZ200]
1471,도시과학대학,도시공학과,1,전공기초,0007801012,자기설계세미나II,Self - Design Seminar II,박승진,online class,온라인(화상), [ZZ200:월(6)],1,가상건물-200 온라인강의실[ZZ200]
1472,도시과학대학,도시공학과,1,전공기초,0008803001,빅데이터분석및통계,Bigdata Analysis and Statics,이용창,online class,온라인(동영상)," [ZZ200:월(2B-3),화(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
1473,도시과학대학,도시공학과,2,전공필수,0001464001,도시지반역학(2),Urban geomechanics II,박정준,online class,온라인(동영상), [ZZ200:수(7)(8)(9)],2,가상건물-200 온라인강의실[ZZ200]
1474,도시과학대학,도시공학과,2,전공필수,0006853001,수리수문학2,Hydraulics and Hydrology2,장연규,online class,온라인(동영상+화상), [ZZ200:수(4)(5)(6)],2,가상건물-200 온라인강의실[ZZ200]
1475,도시과학대학,도시공학과,2,전공선택,0008804001,기초교통류이론,Introduction of Traffic Flow Theory,최현주,offline class,오프라인, [SY2304:월(4)(5)(6)],2,제28호관 도시과학대학-304 강의실[SY2304]
1476,도시과학대학,도시공학과,2,전공선택,0008805001,도로계획및교통설계,Highway Plannig & Traffic Planning,윤병조,offline class,오프라인," [SY2304:월(2B-3),목(2B-3)]",3,제28호관 도시과학대학-304 강의실[SY2304]
1477,도시과학대학,도시공학과,2,전공선택,0008806001,도시개발개론,Urban Development Principles,윤미방,offline class,오프라인, [SY2304:목(4-5A)(5B-6)],3,제28호관 도시과학대학-304 강의실[SY2304]
1478,도시과학대학,도시공학과,2,전공선택,0008807001,기본측량학,Fundamental Surveying and Practice,이용창,online class,온라인(동영상)," [ZZ200:월(8B-9),화(8B-9)]",3,가상건물-200 온라인강의실[ZZ200]
1479,도시과학대학,도시공학과,2,전공선택,EPD6010001,공업역학,ENGINEERING MECHANICS,박승진,online class,온라인(동영상),0,3,0
1480,도시과학대학,도시공학과,3,전공필수,0001466001,RC구조물설계(2),Design of Reinforced Concrete Structures  II,배을호,online class,온라인(동영상), [ZZ200:월(7)(8)(9)],2,가상건물-200 온라인강의실[ZZ200]
1481,도시과학대학,도시공학과,3,전공필수,0001472001,지형모델링및공간설계,Geographic Modeling and Geo-Spacial Planning  ,이용창,online class,온라인(동영상)," [ZZ200:월(4-5A),화(4-5A)]",3,가상건물-200 온라인강의실[ZZ200]
1482,도시과학대학,도시공학과,3,전공필수,EPD6037001,응용역학(2),APPLIED MECHANICS(2),장원섭,online class,온라인(동영상), [ZZ200:화(7-8A)(8B-9)],3,가상건물-200 온라인강의실[ZZ200]
1483,도시과학대학,도시공학과,3,전공선택,0008808001,공법기반지적실무,Geo-Spatial Laws based Cadastral Practice,이용창,online class,온라인(동영상)," [ZZ200:월(5B-6),목(5B-6)]",3,가상건물-200 온라인강의실[ZZ200]
1484,도시과학대학,도시공학과,3,전공선택,0008809001,국토및도시지역계획,National and Urban Regional Planning,윤혜영,online class,온라인(동영상), [ZZ200:수(1-2A)(2B-3)],3,가상건물-200 온라인강의실[ZZ200]
1485,도시과학대학,도시공학과,3,전공선택,0008810001,도로교통용량분석,Highway & Traffic Capacity Analysis,석종수,on and offline class,온라인(동영상)+오프라인, [SY2303:목(1-2A)(2B-3)],3,제28호관 도시과학대학-303 강의실[SY2303]
1486,도시과학대학,도시공학과,3,전공선택,0008811001,비즈니스엑셀(VBA),Business Excel(VBA),박승진,online class,온라인(동영상), [ZZ200:수(6)(7)(8)],2,가상건물-200 온라인강의실[ZZ200]
1487,도시과학대학,도시공학과,4,전공필수,0001487001,첨단도시교통체계,Intelligent Transportation System,최현주,offline class,오프라인, [SY2304:월(7-8A)(8B-9)],3,제28호관 도시과학대학-304 강의실[SY2304]
1488,도시과학대학,도시공학과,4,전공선택,0001463001,도시건설시공학,Urban Construction Engineering,배을호,online class,온라인(동영상), [ZZ200:월(4-5A)(5B-6)],3,가상건물-200 온라인강의실[ZZ200]
1489,도시과학대학,도시공학과,4,전공선택,0001476001,CM감리론,supervision Theory of Construction Management,장원섭,online class,온라인(동영상), [ZZ200:화(4)(5)(6)],2,가상건물-200 온라인강의실[ZZ200]
1490,도시과학대학,도시공학과,4,전공선택,0001488001,도시공간정보학,Urban Geo-Spacial Information System,이용창,online class,온라인(동영상), [ZZ200:목(2)(3)(4)],2,가상건물-200 온라인강의실[ZZ200]
1491,도시과학대학,도시공학과,4,전공선택,0006054001,도시경관공학,Urban Landscape Engineering,박승진,online class,온라인(동영상), [ZZ200:화(7)(8)(9)],2,가상건물-200 온라인강의실[ZZ200]
1492,도시과학대학,도시공학과,4,전공선택,0006882001,도시조경학,Urban Landscape Architecture,윤미방,offline class,오프라인, [SY2304:목(7)(8)(9)],2,제28호관 도시과학대학-304 강의실[SY2304]
1493,생명과학기술대학,생명과학부,1,교양필수,XAA1359019,대학수학(2),CALCULUS(2),,on and offline class,온라인(동영상)+오프라인, [SF406:목(1)(2)(3)],3,제5호관 자연과학대학·생명과학기술대학-406 강의실(중)-3[SF406]
1494,생명과학기술대학,생명과학부,1,전공기초,0006766001,생물학기초(2),Biology foundation(2),김병석,on and offline class,온라인(동영상)+오프라인," [SF406:수(8B-9),금(2B-3)]",3,제5호관 자연과학대학·생명과학기술대학-406 강의실(중)-3[SF406]
1495,생명과학기술대학,생명과학부,1,전공기초,0006766002,생물학기초(2),Biology foundation(2),한미령,online class,온라인(동영상)," [SF406:월(2B-3),목(7-8A)]",3,제5호관 자연과학대학·생명과학기술대학-406 강의실(중)-3[SF406]
1496,생명과학기술대학,생명과학부,1,전공기초,0006767001,생물학기초실험(2),Laboratory in biology foundation(2),강하라,offline class,오프라인, [SF204:금(7)(8)],1,"제5호관 자연과학대학·생명과학기술대학-204 일반생물학,분류학실험실[SF204]"
1497,생명과학기술대학,생명과학부,1,전공기초,0006767002,생물학기초실험(2),Laboratory in biology foundation(2),이미가엘,offline class,오프라인, [SF204:금(5)(6)],1,"제5호관 자연과학대학·생명과학기술대학-204 일반생물학,분류학실험실[SF204]"
